,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,parent_CJ,congruent,right,right,1,7,0.176033996502,1
1,parent_CJ,congruent,right,right,1,3,1.7198321789,1
2,parent_CJ,congruent,left,left,1,10,4.65687047815,1
3,parent_CJ,neutral,left,neutral,3,30,0.490420934264,1
4,parent_CJ,congruent,left,left,1,20,4.24509879199,1
5,parent_CJ,incongruent,left,right,2,28,7.40947719618,1
6,parent_CJ,congruent,right,right,1,23,0.259063448612,1
7,parent_CJ,neutral,right,neutral,3,39,1.89430312229,1
8,parent_CJ,congruent,left,left,1,2,2.90711305272,1
9,parent_CJ,congruent,left,left,1,4,4.66977419447,1
10,parent_CJ,congruent,right,right,1,15,0.919123235437,1
11,parent_CJ,neutral,left,neutral,3,34,5.66020367465,1
12,parent_CJ,neutral,right,neutral,3,31,1.08150562991,1
13,parent_CJ,neutral,left,neutral,3,32,1.59542502777,1
14,parent_CJ,congruent,right,right,1,5,7.51608638471,1
15,parent_CJ,congruent,left,left,1,16,0.992866447887,1
16,parent_CJ,congruent,right,right,1,13,1.81579551752,1
17,parent_CJ,incongruent,left,right,2,24,4.06851793784,1
18,parent_CJ,neutral,left,neutral,3,36,2.98682902661,1
19,parent_CJ,congruent,right,right,1,19,1.86733989576,1
20,parent_CJ,congruent,left,left,1,14,1.76278827502,1
21,parent_CJ,congruent,left,left,1,6,2.36392883123,1
22,parent_CJ,incongruent,right,left,2,25,2.80440373294,1
23,parent_CJ,neutral,left,neutral,3,38,0.350336911393,1
24,parent_CJ,incongruent,right,left,2,27,0.764781177696,1
25,parent_CJ,congruent,left,left,1,12,0.666309781866,1
26,parent_CJ,congruent,left,left,1,0,2.82076626821,1
27,parent_CJ,neutral,right,neutral,3,33,2.38838577578,1
28,parent_CJ,congruent,left,left,1,8,2.94748773425,1
29,parent_CJ,congruent,right,right,1,21,0.884827281262,1
30,parent_CJ,congruent,left,left,1,22,0.926052028888,1
31,parent_CJ,neutral,right,neutral,3,37,2.55746791238,1
32,parent_CJ,congruent,left,left,1,18,5.37520294459,1
33,parent_CJ,congruent,right,right,1,11,2.38778260315,1
34,parent_CJ,congruent,right,right,1,9,1.15784552254,1
35,parent_CJ,incongruent,right,left,2,29,9.44233407311,1
36,parent_CJ,neutral,right,neutral,3,35,2.64394482939,1
37,parent_CJ,incongruent,left,right,2,26,1.58004671353,1
38,parent_CJ,congruent,right,right,1,1,1.61733317551,1
39,parent_CJ,congruent,right,right,1,17,7.6262942551,1
