,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,interest_CJ,congruent,left,left,1,14,2.94865997,2
1,interest_CJ,congruent,left,left,1,4,0.653913831,2
2,interest_CJ,congruent,left,left,1,16,3.242555632,2
3,interest_CJ,neutral,right,neutral,3,33,1.431723936,2
4,interest_CJ,congruent,left,left,1,18,1.676537105,2
5,interest_CJ,incongruent,left,right,2,26,0.663827364,2
6,interest_CJ,congruent,left,left,1,20,11.2622481,2
7,interest_CJ,congruent,left,left,1,8,0.566823795,2
8,interest_CJ,incongruent,left,right,2,24,3.220963184,2
9,interest_CJ,congruent,right,right,1,15,1.075188338,2
10,interest_CJ,congruent,right,right,1,21,3.337221204,2
11,interest_CJ,neutral,left,neutral,3,30,1.6116898,2
12,interest_CJ,incongruent,right,left,2,27,2.191722876,2
13,interest_CJ,neutral,right,neutral,3,31,2.272874952,2
14,interest_CJ,congruent,right,right,1,9,2.822825199,2
15,interest_CJ,congruent,left,left,1,2,2.974483688,2
16,interest_CJ,congruent,left,left,1,12,0.359408043,2
17,interest_CJ,neutral,left,neutral,3,32,1.255469613,2
18,interest_CJ,congruent,right,right,1,7,0.839844603,2
19,interest_CJ,neutral,right,neutral,3,35,3.239512466,2
20,interest_CJ,neutral,right,neutral,3,39,2.12681143,2
21,interest_CJ,congruent,right,right,1,19,0.820748896,2
22,interest_CJ,congruent,right,right,1,5,16.04957622,2
23,interest_CJ,congruent,left,left,1,22,0.365610923,2
24,interest_CJ,incongruent,right,left,2,25,2.388385776,2
25,interest_CJ,congruent,right,right,1,17,1.617333176,2
26,interest_CJ,neutral,left,neutral,3,38,2.757702249,2
27,interest_CJ,congruent,right,right,1,13,4.590519738,2
28,interest_CJ,congruent,right,right,1,3,2.841124362,2
29,interest_CJ,neutral,right,neutral,3,37,0.603579561,2
30,interest_CJ,congruent,left,left,1,10,1.592880971,2
31,interest_CJ,congruent,right,right,1,23,10.52823057,2
32,interest_CJ,incongruent,right,left,2,29,1.2428364,2
33,interest_CJ,congruent,right,right,1,11,2.660462429,2
34,interest_CJ,neutral,left,neutral,3,36,0.626270058,2
35,interest_CJ,congruent,left,left,1,6,4.036496389,2
36,interest_CJ,neutral,left,neutral,3,34,1.792331807,2
37,interest_CJ,congruent,right,right,1,1,1.886793532,2
38,interest_CJ,congruent,left,left,1,0,2.38843503,2
39,interest_CJ,incongruent,left,right,2,28,1.436376784,2
