,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,interest_JW,neutral,right,neutral,3,33,3.41307230839,2
1,interest_JW,incongruent,left,right,2,28,3.30193371251,2
2,interest_JW,congruent,left,left,1,2,5.96047709579,2
3,interest_JW,congruent,left,left,1,22,0.219323747542,2
4,interest_JW,incongruent,right,left,2,29,4.64173978053,2
5,interest_JW,incongruent,left,right,2,24,3.05846617995,2
6,interest_JW,congruent,right,right,1,13,2.09487202697,2
7,interest_JW,congruent,right,right,1,5,0.317204815217,2
8,interest_JW,neutral,left,neutral,3,38,4.16192553231,2
9,interest_JW,incongruent,left,right,2,26,2.08234861549,2
10,interest_JW,congruent,left,left,1,20,1.41899530416,2
11,interest_JW,congruent,right,right,1,21,3.70755859229,2
12,interest_JW,neutral,right,neutral,3,35,1.90767052835,2
13,interest_JW,congruent,right,right,1,3,4.55446191104,2
14,interest_JW,congruent,right,right,1,7,5.76003148199,2
15,interest_JW,incongruent,right,left,2,27,1.78814796432,2
16,interest_JW,incongruent,right,left,2,25,2.62758429202,2
17,interest_JW,congruent,left,left,1,14,1.04521603867,2
18,interest_JW,congruent,right,right,1,23,1.88679353221,2
19,interest_JW,neutral,left,neutral,3,36,1.08307504654,2
20,interest_JW,congruent,left,left,1,10,0.340605395874,2
21,interest_JW,congruent,right,right,1,17,3.89560717102,2
22,interest_JW,neutral,left,neutral,3,34,0.946600792798,2
23,interest_JW,congruent,left,left,1,12,2.77710702374,2
24,interest_JW,congruent,right,right,1,9,0.775675672595,2
25,interest_JW,neutral,right,neutral,3,37,0.494992311458,2
26,interest_JW,congruent,right,right,1,15,2.09442547407,2
27,interest_JW,congruent,right,right,1,1,4.22275813324,2
28,interest_JW,neutral,right,neutral,3,39,2.1794207979,2
29,interest_JW,congruent,right,right,1,19,0.124235019622,2
30,interest_JW,congruent,right,right,1,11,5.07500584955,2
31,interest_JW,congruent,left,left,1,16,1.54336333076,2
32,interest_JW,neutral,left,neutral,3,32,0.858708244541,2
33,interest_JW,congruent,left,left,1,4,7.04214788828,2
34,interest_JW,neutral,right,neutral,3,31,3.02701578319,2
35,interest_JW,congruent,left,left,1,6,1.19724193054,2
36,interest_JW,congruent,left,left,1,8,1.60253588482,2
37,interest_JW,neutral,left,neutral,3,30,8.4620669236,2
38,interest_JW,congruent,left,left,1,0,6.96638182316,2
39,interest_JW,congruent,left,left,1,18,1.34320604295,2
