,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,parent_CJ,congruent,right,right,1,23,0.259063448612,2
1,parent_CJ,incongruent,right,left,2,29,9.44233407311,2
2,parent_CJ,congruent,left,left,1,10,4.65687047815,2
3,parent_CJ,congruent,right,right,1,19,1.86733989576,2
4,parent_CJ,neutral,right,neutral,3,39,1.89430312229,2
5,parent_CJ,congruent,left,left,1,20,4.24509879199,2
6,parent_CJ,congruent,right,right,1,5,7.51608638471,2
7,parent_CJ,congruent,right,right,1,7,0.176033996502,2
8,parent_CJ,neutral,right,neutral,3,35,2.64394482939,2
9,parent_CJ,congruent,left,left,1,2,2.90711305272,2
10,parent_CJ,congruent,left,left,1,14,1.76278827502,2
11,parent_CJ,congruent,right,right,1,11,2.38778260315,2
12,parent_CJ,neutral,left,neutral,3,36,2.98682902661,2
13,parent_CJ,neutral,right,neutral,3,33,2.38838577578,2
14,parent_CJ,congruent,left,left,1,18,5.37520294459,2
15,parent_CJ,neutral,left,neutral,3,38,0.350336911393,2
16,parent_CJ,neutral,left,neutral,3,34,5.66020367465,2
17,parent_CJ,congruent,right,right,1,9,1.15784552254,2
18,parent_CJ,congruent,right,right,1,17,7.6262942551,2
19,parent_CJ,congruent,left,left,1,6,2.36392883123,2
20,parent_CJ,incongruent,right,left,2,25,2.80440373294,2
21,parent_CJ,congruent,left,left,1,16,0.992866447887,2
22,parent_CJ,neutral,left,neutral,3,32,1.59542502777,2
23,parent_CJ,congruent,left,left,1,8,2.94748773425,2
24,parent_CJ,neutral,right,neutral,3,37,2.55746791238,2
25,parent_CJ,neutral,right,neutral,3,31,1.08150562991,2
26,parent_CJ,congruent,left,left,1,22,0.926052028888,2
27,parent_CJ,congruent,left,left,1,0,2.82076626821,2
28,parent_CJ,incongruent,left,right,2,26,1.58004671353,2
29,parent_CJ,incongruent,right,left,2,27,0.764781177696,2
30,parent_CJ,congruent,right,right,1,15,0.919123235437,2
31,parent_CJ,congruent,right,right,1,1,1.61733317551,2
32,parent_CJ,incongruent,left,right,2,28,7.40947719618,2
33,parent_CJ,congruent,left,left,1,12,0.666309781866,2
34,parent_CJ,congruent,left,left,1,4,4.66977419447,2
35,parent_CJ,neutral,left,neutral,3,30,0.490420934264,2
36,parent_CJ,congruent,right,right,1,21,0.884827281262,2
37,parent_CJ,congruent,right,right,1,13,1.81579551752,2
38,parent_CJ,congruent,right,right,1,3,1.7198321789,2
39,parent_CJ,incongruent,left,right,2,24,4.06851793784,2
