,cue_type,condition_type,target_location,cue_direction,cond_type,random_order,fixation_dur,cB_version
0,interest_CJ,congruent,left,left,1,10,2.22974540438,2
1,interest_CJ,congruent,right,right,1,3,1.70185596391,2
2,interest_CJ,neutral,left,neutral,3,34,3.08652706247,2
3,interest_CJ,congruent,left,left,1,12,0.443747515569,2
4,interest_CJ,incongruent,right,left,2,25,0.852336257741,2
5,interest_CJ,congruent,left,left,1,20,2.47211107344,2
6,interest_CJ,congruent,right,right,1,9,5.84387384543,2
7,interest_CJ,neutral,right,neutral,3,33,0.313022630102,2
8,interest_CJ,incongruent,left,right,2,28,0.874525474964,2
9,interest_CJ,neutral,left,neutral,3,30,7.01156507761,2
10,interest_CJ,congruent,left,left,1,6,5.32908652232,2
11,interest_CJ,congruent,right,right,1,17,1.31307699559,2
12,interest_CJ,congruent,left,left,1,0,20.1794273117,2
13,interest_CJ,neutral,right,neutral,3,39,1.55316759916,2
14,interest_CJ,congruent,right,right,1,1,0.569407093275,2
15,interest_CJ,congruent,right,right,1,5,2.75770224865,2
16,interest_CJ,congruent,right,right,1,7,1.18444661865,2
17,interest_CJ,incongruent,left,right,2,24,4.25901118543,2
18,interest_CJ,neutral,right,neutral,3,31,1.01929183795,2
19,interest_CJ,congruent,right,right,1,13,5.31288792422,2
20,interest_CJ,neutral,left,neutral,3,36,3.35345216401,2
21,interest_CJ,congruent,left,left,1,14,0.457564432902,2
22,interest_CJ,incongruent,right,left,2,29,5.38704075591,2
23,interest_CJ,neutral,right,neutral,3,35,0.494992311458,2
24,interest_CJ,congruent,right,right,1,23,2.38778260315,2
25,interest_CJ,congruent,right,right,1,21,1.68822458285,2
26,interest_CJ,neutral,left,neutral,3,38,2.08697549181,2
27,interest_CJ,congruent,left,left,1,22,0.6125850086,2
28,interest_CJ,congruent,left,left,1,16,0.812599220367,2
29,interest_CJ,neutral,right,neutral,3,37,5.84387384543,2
30,interest_CJ,congruent,right,right,1,19,2.738568867,2
31,interest_CJ,congruent,right,right,1,15,3.88839942823,2
32,interest_CJ,incongruent,right,left,2,27,0.764060355521,2
33,interest_CJ,congruent,left,left,1,18,0.607287201717,2
34,interest_CJ,congruent,left,left,1,2,2.10324516044,2
35,interest_CJ,incongruent,left,right,2,26,3.53955529341,2
36,interest_CJ,congruent,left,left,1,4,0.628503232264,2
37,interest_CJ,congruent,left,left,1,8,1.10547695662,2
38,interest_CJ,neutral,left,neutral,3,32,1.15784552254,2
39,interest_CJ,congruent,right,right,1,11,2.03515192323,2
